id_song,date,points,lyrics
341,2018-04-21,20 points,Pour unique raison
341,2018-12-25,10 points,Croire toujours
341,2019-07-22,1000 €,grand amour
341,2019-07-22,2000 €,chaque heure et chaque jour
341,2019-07-22,5000 €,Autre richesse que d'y croire toujours
341,2019-07-22,10000 €,de merveilles et couvrir de soleil la laideur des faubourgs
341,2019-07-22,20000 €,quand on n'a que l'amour pour habiller matin pauvres et malandrins de manteaux de velours
341,2020-11-26,20 points,Laideur des faubourgs
341,2021-01-10,1000 €,grand voyage
341,2021-01-10,2000 €,pour vivre nos promesses
341,2021-01-10,5000 €,de soleil la laideur des faubourgs
341,2021-01-10,10000 €,pour unique raison pour unique chanson et unique secours
341,2021-01-10,20000 €,que l'amour à offrir en prière pour les maux de la terre en simple troubadour
341,2021-05-03,30 points,De manteaux de velours
341,2021-05-19,50 points,Sans nulle autre richesse que d'y croire toujours
341,2021-08-28,30 points,Unique chanson et unique secours
342,2018-04-13,30 points,J'irai pas à Paris
342,2021-08-23,30 points,De tous les flonflons
342,2021-12-27,30 points,On a quitté ta sœur
342,2022-08-04,20 points,De l'accordéon
343,2021-06-15,10 points,Avoir basculé
344,2017-06-04,20 points,Dans la gadoue
344,2018-05-31,40 points,De kidnapping de quitter mon pauvre living
344,2018-07-27,40 points,Je veux du swing et du bling-bling
344,2018-08-18,40 points,Le meilleur gagne sur le ring
344,2018-09-06,40 points,Dans la Jaguar dans la gadoue
344,2018-10-03,30 points,Ta belle de jour
344,2019-09-21,20 points,Mon pauvre living
344,2020-02-12,20 points,Sur le ring
344,2020-03-03,20 points,Mon pauvre living
344,2020-04-25,20 points,Mon pauvre living
344,2020-07-01,40 points,De moi ta belle de jour
344,2021-01-14,40 points,De kidnapping de quitter mon pauvre living
344,2021-04-20,50 points,Et moi j'ai si peur dans le noir
344,2021-07-20,40 points,Que le meilleur gagne sur le ring
344,2021-10-12,40 points,Dans la Jaguar dans la gadoue
344,2021-10-14,50 points,King de kidnapping de quitter mon pauvre living
344,2022-04-02,40 points,Je veux du swing et du bling-bling
344,2022-12-04,30 points,Ta belle de jour
346,2018-10-04,20 points,À la gomme
346,2019-07-22,1000 €,Un tour
346,2020-01-31,1000 €,Et sourd
346,2020-01-31,2000 €,Pleure on pissera moins
346,2020-01-31,5000 €,On en rira toi et moi
346,2020-01-31,10000 €,À boire le grand fiasco le chaos et son cafard
346,2020-01-31,20000 €,Si tu chiales je coule avec toi viens on danse ça se verra moins
346,2021-06-26,1000 €,Blues enchanteur
346,2021-06-26,2000 €,N’est pas des géants
346,2021-06-26,5000 €,Sur des vieux hits à la gomme
346,2021-06-26,10000 €,Ferai des calembours et des comptines pour l’histoire
347,2014-07-28,50 points,Mais je n'ose pas te parler de ça
347,2015-01-16,20 points,Tu es là
347,2016-04-01,1000 €,De joie
347,2016-04-01,2000 €,C'est là mon drame
347,2018-05-17,40 points,Quand tu es à mes côtés
347,2018-06-03,20 points,Parler de ça
347,2018-07-15,30 points,Pour te déclarer toute la vérité
347,2018-09-19,30 points,Pour te faire la cour
347,2018-12-14,40 points,Pour te déclarer toute la vérité
347,2019-06-24,50 points,Plus bouger quand tu es à mes côtés
347,2020-01-15,30 points,Tu es à mes côtés
347,2020-07-22,30 points,Pour te faire la cour
347,2020-08-20,50 points,De courage pour te déclarer toute la vérité
347,2021-02-18,50 points,Mais je n'ose pas te parler de ça
347,2021-06-14,50 points,Je prépare mes discours pour te faire la cour
347,2021-12-22,50 points,Plus bouger quand tu es à mes côtés
347,2022-03-25,40 points,Pour te déclarer toute la vérité
348,2013-11-18,1000 €,Les seins
348,2013-11-18,2000 €,Que j'vois Suzon
348,2013-11-18,5000 €,Cette fille là me fait rêver
348,2013-11-18,10000 €,Elle adoucit mon errance avant je n'existais pas
348,2013-11-18,20000 €,Qu'en vain j'ai cherché dans ses yeux je l'ai trouvé
348,2014-12-17,40 points,Je ne fais que de l'embrasser
348,2015-07-09,20 points,Me fait rêver
348,2015-09-05,40 points,Ou les gars de mon quartier
348,2016-11-19,1000 €,Les seins
348,2016-11-19,2000 €,Je me crois au cinéma
348,2016-11-19,5000 €,Ou les gars de mon quartier
348,2016-11-19,10000 €,Que ça ma muse pour mettre le monde en émoi
348,2017-03-28,30 points,Le cœur de l'humanité
348,2017-09-27,30 points,Le cœur de l'humanité
348,2018-02-02,40 points,D'orange de miel et de chocolat
348,2018-02-23,50 points,Que j'use pour me donner de l'éclat
348,2018-04-05,40 points,Mon errance avant je n'existais pas
348,2018-12-21,50 points,L'embrasser cette fille-là me fait rêver
348,2019-07-24,30 points,Les gars de mon quartier
348,2020-04-01,50 points,Peut suffire à enflammer le cœur de l'humanité
348,2020-09-12,50 points,Quelque chose ça lui vient sûrement des roses
348,2020-12-09,40 points,Mon errance avant je n'existais pas
348,2021-03-04,40 points,Ou les gars de mon quartier
348,2021-04-24,50 points,Goût d'orange de miel et de chocolat
348,2021-06-09,40 points,Pour mettre le monde en émoi
348,2021-11-16,1000 €,Ces soirées
348,2021-11-16,2000 €,Je me crois au cinéma
348,2021-11-16,5000 €,Des roses un seul de ses baisers
348,2021-11-16,10000 €,Petit goût d'orange de miel et de chocolat
348,2021-11-16,20000 €,Pour mettre le monde en émoi l'amour et la vérité l'ivresse et puis la beauté
348,2021-11-17,50 points,Que j'use pour me donner de l'éclat
349,2016-06-01,20 points,Gars comme moi
349,2018-08-14,1000 €,Mes bras
349,2019-07-21,1000 €,que moi
349,2020-06-13,50 points,À ce bigleux je le trouve grave et ennuyeux
349,2021-02-07,1000 €,la séduire
350,2016-10-27,20 points,À la maison
350,2017-09-21,20 points,À la maison
350,2018-05-19,20 points,Un endroit sacré
350,2018-07-22,20 points,À la maison
350,2020-11-21,1000 €,De folie
350,2021-02-10,1000 €,Parler philosophie
350,2021-02-10,2000 €,Où l'on ose
350,2021-02-10,5000 €,Le mot maître c'est d'improviser
350,2021-02-10,10000 €,Et puis s'aimer on l'avait un peu oublié
350,2021-02-10,20000 €,Ne pensent qu'à être aimées les garçons ont les cheveux longs et déboutonnent leurs pantalons
350,2021-12-31,50 points,C'est d'ivresse que nous avons faim
350,2022-06-04,1000 €,De folie
350,2022-06-04,2000 €,Se mettent à hurler
350,2022-06-04,5000 €,Que tu restes à la maison
350,2022-06-04,10000 €,Sans fin c'est d'ivresse que nous avons faim
350,2022-06-04,20000 €,On a vingt ans et on se fout éperdument de ce qui adviendra dans dix ans
351,2021-04-23,1000 €,Un ami
351,2022-09-03,1000 €,La philosophie
351,2022-10-01,10 points,Mes bras
352,2018-07-14,20 points,De la bettrave
352,2019-08-16,1000 €,De mer
352,2019-08-16,2000 €,Les DJ en raffolent
352,2019-08-16,5000 €,C'est moi mon nom c'est Brown
352,2019-08-16,10000 €,D'étoiles sur Hollywood boulevard que Joël Robuchon au Michelin
352,2020-07-08,20 points,Pour les braves
352,2020-08-10,30 points,Je leur casse le jean
352,2021-01-05,40 points,Hollywood Boulevard que Joël Robuchon au Michelin
352,2021-12-22,30 points,Du calvados pour les braves
352,2022-09-02,1000 €,mon complice
352,2022-09-02,2000 €,mon style fait peur
352,2022-09-02,5000 €,moi mon nom c’est Brown
352,2022-09-02,10000 €,ou en Amérique devenir une reu-sta tout comme Rivers Dick
354,2013-06-03,1000 €,L'écran
354,2013-06-03,2000 €,Ne parler de rien
354,2013-06-03,5000 €,Peut faire si on est deux
354,2016-01-09,30 points,La conscience au repos
354,2016-01-15,50 points,Entre tout dire et un drôle de silence
354,2016-10-26,1000 €,L'écran
354,2016-10-26,2000 €,Des enfants qu'on bouscule
354,2016-10-26,5000 €,Tu dis que ça sert à rien
354,2016-10-26,10000 €,T'as du mal à partir alors tu joues l'innocence
354,2016-11-16,50 points,Le monde avance tu trouves pas bien tes morts
354,2018-03-26,50 points,Du mal à partir alors tu joues l'innocence
354,2018-07-17,30 points,Pas bien tes mots
354,2019-07-17,50 points,Entre tout dire et un drôle de silence
354,2020-09-01,50 points,Le monde avance tu trouves pas bien tes mots
354,2020-11-25,40 points,Tu trouves pas bien tes mots
354,2021-06-30,50 points,Du mal à partir alors tu joues l'innocence
354,2021-09-18,30 points,La conscience au repos
354,2021-10-21,40 points,Tout dire et un drôle de silence
354,2022-04-23,40 points,Plus facile de ne parler de rien
354,2022-08-03,40 points,Tu trouves pas bien tes mots
355,2014-05-20,1000 €,De Tunis
355,2014-05-20,2000 €,Des femmes tenant un fils
355,2014-05-20,5000 €,Qui fait mal à port El Kantaoui
355,2014-05-20,10000 €,Qu'on faisait dans nos têtes aux plages d'Hammamet
355,2014-05-20,20000 €,Du bateau et ce quai qui s'éloigne vers un monde nouveau
355,2015-08-26,50 points,Ce quai qui s'éloigne vers un monde nouveau
355,2016-02-06,50 points,Les premiers mots d'amour sur des chansons velours
355,2016-05-12,1000 €,De Tunis
355,2016-05-12,2000 €,Tu vois passer le tram
355,2016-05-12,5000 €,Jasmin qu'il tenait dans ses mains
355,2016-05-12,10000 €,Les noyaux d'abricot pour toi c'étaient des billes
355,2016-05-12,20000 €,À l'avant du bateau et ce quai qui s'éloigne vers un monde nouveau
355,2017-09-19,40 points,Dans nos têtes aux plages d'Hammamet
355,2017-11-22,50 points,Ce quai qui s'éloigne vers un monde nouveau
355,2018-02-03,40 points,Dans nos têtes aux plages d'Hammamet
355,2018-05-25,50 points,"Noyaux d'abricots pour toi, c'étaient des billes"
355,2018-07-07,50 points,Les premiers mots d'amour sur des chansons velours
355,2018-07-08,50 points,Ce quai qui s'éloigne vers un monde nouveau
355,2019-07-26,50 points,Les premiers mots d'amour sur des chansons velours
355,2020-01-16,40 points,Dans nos têtes aux plages d'Hammamet
355,2020-07-09,30 points,C'étaient des billes
355,2020-07-29,50 points,Les premiers mots d'amour sur des chansons velours
355,2020-11-28,50 points,Un jour qui commence c'est peut-être une chance
355,2021-06-19,50 points,Ce quai qui s'éloigne vers un monde nouveau
355,2021-08-05,50 points,"D'abricots pour toi, c'étaient des billes"
355,2021-09-24,50 points,Les premiers mots d'amour sur des chansons velours
355,2022-01-19,50 points,De fête qu'on faisait dans nos têtes
357,2016-06-01,40 points,La vie des autres même en peinture
357,2016-12-02,50 points,Pas là pour les sourires d'après minuit
357,2018-02-16,50 points,Les journaux qui traînent comme je traîne mon ennui
357,2018-11-08,50 points,Et les salauds qui beuglent la couleur de l'amour
357,2019-09-17,50 points,Est la mienne quand je me réveille la nuit
357,2019-11-26,50 points,Pas là pour les sourires d'après minuit
357,2020-01-30,40 points,Qui aveuglent à la télé chaque jour
357,2020-04-21,50 points,Est la mienne quand je me réveille la nuit
357,2020-12-16,50 points,Entre des jeunes usés et des vieux qui espèrent
357,2021-05-07,30 points,Et les autres qui restent
357,2021-08-01,50 points,Les journaux qui traînent comme je traîne mon ennui
357,2021-08-24,30 points,Les sourires d'après minuit
357,2021-10-15,50 points,Les salauds qui beuglent la couleur de l'amour
357,2022-01-27,30 points,Des gens qu'on déteste
357,2022-04-14,50 points,Plus voir la vie des autres même en peinture
358,2013-02-15,30 points,Plus sur les pieds
358,2020-11-14,1000 €,Le trottoir
358,2020-11-14,2000 €,Braqué dans le métro
358,2020-11-14,5000 €,Type que j'ai jamais vu
358,2020-11-14,10000 €,Devez sûrement être scorpion dit la maîtresse de maison
358,2020-11-14,20000 €,De se parler chacun se donne une apparence et toi tu tournes dans la danse
358,2021-05-15,20 points,Qui vient pas
358,2022-03-31,1000 €,Va quoi
358,2022-07-01,30 points,Mais je vais me tirer
361,2013-01-21,1000 €,Pas revenir
361,2013-01-21,2000 €,Tous les deux mauvais
361,2014-04-14,1000 €,En rire
361,2014-04-14,2000 €,Tous les deux mauvais
361,2014-04-14,5000 €,Mots qui me viennent sont dérisoires
361,2014-04-14,10000 €,Tout le mal qu'on s'est pas dit
361,2014-04-14,20000 €,On avait l'air trop bien y en a qui supportent pas
361,2016-10-02,30 points,S'est pas dit
361,2017-06-26,1000 €,Pas revenir
361,2017-06-26,2000 €,Se quitter comme ça
361,2017-06-26,5000 €,De fois des gens qui faisaient ça
361,2017-06-26,10000 €,Pour tout le mal qu'on s'est pas dit
361,2017-06-26,20000 €,Je les aimais pas on avait l'air trop bien y en a qui supportent pas
361,2018-03-16,30 points,S'est pas dit
361,2018-12-17,20 points,À notre histoire
361,2019-10-17,50 points,Tout le mal qu'on s'est pas dit
361,2020-06-01,50 points,Trop bien y en a qui supportent pas
361,2020-06-23,30 points,S'est pas dit
361,2020-10-15,30 points,Je les aimais pas
361,2021-01-13,40 points,On avait l'air trop bien
361,2021-07-17,50 points,Tout le mal qu'on s'est pas dit
361,2021-09-29,50 points,Tellement de fois des gens qui faisaient ça
362,2020-07-25,10 points,Et trop fragile
362,2020-08-25,1000 €,Sa rue
362,2020-08-25,2000 €,J'ai pas souri
362,2022-04-29,1000 €,Pas pensé
362,2022-04-29,2000 €,Entendu de ces non-dits
363,2020-09-04,1000 €,crois encore
364,2014-07-28,30 points,M'offrir un diams
364,2016-08-01,20 points,Dans le mélo
364,2018-07-03,1000 €,une histoire
364,2018-07-03,2000 €,monté dans sa Jaguar
364,2018-10-05,1000 €,ce soir
364,2018-10-05,2000 €,et ça m'étonne
364,2018-10-05,5000 €,qu'elle puisse m'offrir un diams
364,2019-07-31,40 points,Qu'elle puisse m'offrir un diams
364,2020-02-18,50 points,Chez des amis qui paraît-il sont très pop
364,2020-11-14,40 points,Faut que je me fasse les siens
364,2021-08-17,30 points,Monté dans sa Jaguar
364,2021-11-24,20 points,Sont très pop
364,2022-03-26,20 points,Câliné par maman
365,2017-01-04,30 points,Le meilleur de son être
365,2017-01-21,20 points,De son être
365,2018-02-21,50 points,Elle lui donnait le meilleur de son être
365,2018-05-04,50 points,Mentait elle le savait mais elle l'aimait
365,2018-05-22,50 points,Au bonheur et de vouloir garder son cœur
365,2018-07-21,50 points,Comme ailleurs un serment n'est qu'un leurre
365,2019-04-08,30 points,Le meilleur de son être
365,2019-04-13,50 points,Au bonheur et de vouloir garder son cœur
365,2019-12-09,40 points,Elle le savait mais elle l'aimait
365,2020-04-16,40 points,Elle le savait mais elle l'aimait
365,2020-07-15,50 points,Comme ailleurs un serment n'est qu'un leurre
365,2020-10-09,50 points,Croire au bonheur et de vouloir garder son cœur
365,2021-04-01,50 points,Mentait elle le savait mais elle l'aimait
365,2021-10-09,50 points,Elle lui donnait le meilleur de son être
365,2021-12-16,50 points,Comme ailleurs un serment n'est qu'un leurre
365,2022-01-14,40 points,Du passé n'en parlons plus
366,2020-12-12,1000 €,sont partis
366,2021-03-06,1000 €,un ami
367,2013-03-28,1000 €,Ces années
367,2013-03-28,2000 €,De temps en temps
367,2013-03-28,5000 €,Tu te marres toujours pour rien
367,2013-03-28,10000 €,Chaque amour morte à une nouvelle a fait place
367,2013-03-28,20000 €,Mettre dix ans sur table comme on étale ses lettres au scrabble
367,2015-09-09,40 points,Je me serais trompé d'un soir
367,2015-10-19,1000 €,Le quartier
367,2015-10-19,2000 €,Tranquille sur l'eau
367,2015-10-19,5000 €,Eu si souvent envie d'elle
367,2015-10-19,10000 €,D'antiquités j'imagine les retrouvailles de l'amitié
367,2015-10-19,20000 €,Et toi Marco qui ambitionnait simplement d'être heureux dans la vie as-tu réussi ton pari
367,2016-08-30,50 points,Pas je me serais trompé d'un soir
367,2016-11-11,50 points,J'ai un peu peur de traverser le miroir
367,2017-01-19,1000 €,Moi aussi
367,2017-01-19,2000 €,Par les regards baissés
367,2017-01-19,5000 €,À la surface de temps en temps
367,2017-01-19,10000 €,Et toi Pascale tu te marres toujours pour rien
367,2017-01-19,20000 €,Et toi François et toi Laurence et toi Marion et toi Gégé et toi Bruno et toi Évelyne
367,2017-07-10,40 points,Je me serais trompé d'un soir
367,2017-09-30,50 points,J'ai un peu peur de traverser le miroir
367,2018-02-19,50 points,"Me regardera-t-elle, Éric voulait explorer le subconscient"
367,2018-03-31,50 points,Dans le dos dernière ligne droite la rue Soufflot
367,2018-06-01,5000 €,Moi aussi
367,2018-06-01,10000 €,Par les regards baissés
367,2018-06-01,20000 €,À la surface de temps en temps
367,2018-06-01,40000 €,Et toi Pascale tu te marres toujours pour rien
367,2018-06-01,80000 €,Et toi Marco qui ambitionnait simplement d'être heureux dans la vie as-tu réussi ton pari
367,2018-06-06,50 points,D'antiquités j'imagine les retrouvailles de l'amitié
367,2018-10-20,50 points,Pas je me serais trompé d'un soir
367,2019-05-01,50 points,J'ai un peu peur de traverser le miroir
367,2019-07-08,50 points,Pas je me serais trompé d'un soir
367,2020-03-04,50 points,Et toi Pascale tu te marres toujours pour rien
367,2020-04-09,50 points,D'antiquités j'imagine les retrouvailles de l'amitié
367,2020-07-17,40 points,À la surface de temps en temps
367,2020-12-11,20 points,Tu fais médecin
367,2021-04-20,50 points,Pas je me serais trompé d'un soir
367,2021-11-29,50 points,Tu t'es mariée t'as trois gamins
367,2022-01-04,30 points,Les retrouvailles de l'amitié
367,2022-03-18,40 points,La belle Séverine me regardera-t-elle
367,2022-10-02,40 points,Pascale tu te marres toujours pour rien
368,2017-07-10,50 points,Des rides au coin des yeux et du cœur
368,2019-09-21,50 points,À nos montres tout à coup on comprend
368,2019-10-01,10 points,Sur tout
368,2019-10-23,1000 €,Son train
368,2019-10-23,2000 €,Souvent on s'évite
368,2019-10-23,5000 €,Toutes nos grandes idées sur tout
368,2020-01-21,1000 €,Dix ans
368,2020-04-25,50 points,À nos montres tout à coup on comprend
368,2020-11-18,50 points,Des femmes on s'est tous trouvé du charme
368,2021-05-29,40 points,D'autres qui ont dit j'attends
368,2021-09-21,1000 €,son train
368,2021-09-21,2000 €,de moins en moins
368,2022-03-03,1000 €,pour un
368,2022-03-03,2000 €,temps on s'invite
369,2013-05-02,1000 €,Peux voir
369,2013-05-02,2000 €,Une place à prendre
369,2013-05-02,5000 €,Enfants à qui l'on ment
369,2014-12-11,40 points,Des enfants à qui l'on ment
369,2015-06-22,50 points,Qui croit vraiment ce que disent les grands
369,2018-04-07,40 points,Il brille ou bien il brûle
369,2018-05-28,50 points,Plusieurs dieux mais y a qu'un seul soleil
369,2018-11-04,20 points,À dire merci
369,2018-12-27,50 points,Pour des enfants à qui l'on ment
369,2019-04-24,20 points,À dire merci
369,2020-05-16,30 points,Merci à qui à quoi
369,2020-10-10,20 points,À dire merci
369,2021-01-30,20 points,L'on ment
369,2021-08-21,1000 €,Te répond
369,2021-08-21,2000 €,Ce que tu peux voir
369,2021-08-21,5000 €,Croit vraiment ce que disent les grands
369,2021-08-21,10000 €,On m'avait dit les hommes sont tous pareils
369,2021-12-25,20 points,Disent les grands
369,2022-04-19,40 points,Mais y a qu'un seul soleil
371,2013-07-03,40 points,Me frôlent de leurs regards penchés
372,2014-08-07,10 points,Possible alors
372,2016-06-01,1000 €,Les roses
372,2016-06-01,2000 €,Serait-ce possible alors
372,2021-04-29,20 points,M'aimais encore
372,2021-11-10,40 points,Le destin se moque bien de nous
372,2021-11-26,40 points,Et qu'il nous promet tout
372,2022-04-03,20 points,Dans la nuit
372,2022-04-26,20 points,Portée de main
373,2016-07-22,1000 €,M'ensorcelle
373,2018-07-24,1000 €,M’ensorcelle
373,2018-12-04,1000 €,M'émerveille
373,2018-12-04,2000 €,Mes nuits sont blanches
373,2020-08-01,1000 €,Mon oreille
373,2020-08-01,2000 €,Diable de l'amour
373,2020-08-01,5000 €,Archange étrange d'un autre ciel
373,2020-08-01,10000 €,Pas de prélude pas de promesse à l'éternel
373,2020-11-14,30 points,Mes nuits sont blanches
376,2013-01-18,40 points,Photo que tu m'avais donnée
376,2015-01-13,30 points,Celui qui t'a aimée
376,2015-02-26,30 points,Que tu m'avais donnée
376,2016-02-06,30 points,Que tu m'avais donnée
376,2018-05-05,1000 €,Pas vus
376,2020-01-20,1000 €,Rencontrer là
376,2020-01-20,2000 €,De repenser à toi
376,2020-01-20,5000 €,Qui t'embrassait et te faisait pleurer
376,2020-01-20,10000 €,De toi une photo que tu m'avais donnée
376,2020-01-20,20000 €,Je m'en souviens comme si c'était hier j'allais chez toi t'apporter du lilas
376,2021-08-23,30 points,Que tu m'avais donnée
377,2013-03-04,30 points,Pour en être amoureuse
377,2014-08-09,20 points,Plus mauvais rôle
377,2016-10-25,10 points,Être amoureuse
377,2018-04-30,20 points,Voler ton sourire
377,2018-08-22,1000 €,Je crois
377,2018-11-01,1000 €,Le noir
377,2018-11-01,2000 €,Ne me regardes pas
377,2018-11-01,5000 €,C'est ton plus mauvais rôle
377,2020-01-16,20 points,En être amoureuse
377,2021-01-25,30 points,Pour me voler ton sourire
377,2021-05-11,1000 €,Ce soir
377,2021-05-11,2000 €,Si tendrement je crois
377,2021-05-11,5000 €,Tu fermes un peu les yeux
377,2021-05-11,10000 €,Je suis mal dans ma peau j'ai envie de partir
377,2021-05-11,20000 €,Flirtes avec lui moi tout seul dans mon coin je ne sais plus qui je suis
377,2021-08-10,20 points,En être amoureuse
379,2013-09-09,20 points,Son sac déchiré
379,2018-08-30,20 points,L'aimais bien
379,2019-10-19,20 points,Pas un jeu
379,2021-04-05,20 points,Comment le dire
379,2021-06-24,20 points,L'aimais bien
379,2021-11-26,10 points,Plus rien
379,2022-02-24,1000 €,Écoute-moi
379,2022-02-24,2000 €,J'aimerais te retenir
379,2022-02-24,5000 €,Je crois que je l'aimais bien
379,2022-02-24,10000 €,Au petit jour nous resterons pour faire l'amour
379,2022-02-24,20000 €,On voyait un anneau sur ses pieds nus prêt à faire le tour de la terre
379,2022-05-05,30 points,Sur son sac déchiré
380,2013-11-20,1000 €,En première
380,2013-11-20,2000 €,Tapis sur le mur
380,2013-11-20,5000 €,Danser sur le bord des lagunes
380,2013-11-20,10000 €,Attend sous le déluge qui couche contre la porte
380,2018-03-05,1000 €,Allures mondaines
380,2020-06-11,30 points,Au bout de la Terre
380,2022-02-17,20 points,De décalages horaires
381,2016-02-09,1000 €,L'âge
381,2016-02-09,2000 €,Tu pardonnes et tu pardonneras
381,2016-02-09,5000 €,Jusqu'aux heures où personne n'écoute
381,2016-02-09,10000 €,Et ces ombres qu'elle te dessine autour des yeux
381,2016-02-09,20000 €,Me dire ses soupirs ses dentelles qu'à bien y réfléchir elle n'est plus vraiment belle
381,2016-11-01,40 points,Qu'elle mettra sur ta route
381,2018-07-25,40 points,Qu'elle mettra sur ta route
381,2019-10-22,40 points,Qu'elle mettra sur ta route
381,2020-11-19,20 points,Et tu cours
381,2022-09-03,30 points,Des nuits à regarder dehors
382,2013-01-14,40 points,T'arranges pour éviter les miroirs
382,2014-02-07,30 points,Pour éviter les miroirs
382,2015-08-27,30 points,Deux fois trop grands
382,2018-04-21,50 points,Des couloirs tu t'arranges pour éviter les miroirs
382,2018-05-19,50 points,D'avant les mêmes endroits deux fois trop grands
382,2018-07-28,40 points,T'avances comme dans des couloirs
382,2018-08-24,50 points,Des couloirs tu t'arranges pour éviter les miroirs
382,2018-12-18,30 points,Au fond de l'espace
382,2019-07-15,50 points,C'est toujours le même film qui passe
382,2019-09-18,40 points,Les mêmes endroits deux fois trop grands
382,2019-10-29,30 points,T'as personne devant
382,2020-03-08,50 points,D'avant les mêmes endroits deux fois trop grands
382,2020-04-22,40 points,Les mêmes endroits deux fois trop grands
382,2020-06-20,5000 €,Se déchire
382,2020-06-20,10000 €,À chaque bruit de portière
382,2020-06-20,20000 €,Même nuit que la nuit d'avant
382,2020-06-20,50000 €,Dans des couloirs tu t'arranges pour éviter les miroirs
382,2020-06-20,100000 €,Qu'il est de l'autre côté du pôle dis-toi surtout qu'il ne reviendra pas
382,2020-07-12,50 points,Faudrait que tu l'oublies à longueur de journée
382,2020-09-01,30 points,Le même film qui passe
382,2020-09-26,50 points,Des couloirs tu t'arranges pour éviter les miroirs
382,2021-03-04,40 points,À bondir à chaque bruit de portière
382,2021-05-14,50 points,D'avant les mêmes endroits deux fois trop grand
382,2021-06-29,50 points,Des couloirs tu t'arranges pour éviter les miroirs
382,2021-10-16,40 points,À ne plus penser à ça
384,2020-02-03,1000 €,les mêmes
384,2020-02-03,2000 €,regard facile à faire
384,2020-02-03,5000 €,y a des couleurs qu’ils préfèrent
384,2020-10-07,20 points,D'amour encore
385,2013-01-24,1000 €,Tout reconstruire
385,2013-01-24,2000 €,Des éclats de rire
385,2013-01-24,5000 €,La vie et l'amour aussi
385,2013-01-24,10000 €,Que j'ai tort d'essayer de les retenir
385,2013-05-20,1000 €,Ses bras
385,2013-05-20,2000 €,Des horloges du quartier
385,2013-05-20,5000 €,Guerres pour être si forte aujourd'hui
385,2013-05-20,10000 €,Son rêve d'opaline elle danse au milieu des forêts
385,2013-05-20,20000 €,Sous les toits je dois clouer des notes à mes sabots de bois
385,2015-08-01,1000 €,Tout reconstruire
385,2015-08-01,2000 €,Des éclats de rire
385,2015-08-01,5000 €,La vie et l'amour aussi
385,2015-08-01,10000 €,Que j'ai tort d'essayer de les retenir
385,2015-08-26,40 points,Des ponts entre nous et le ciel
385,2016-04-08,40 points,Des rubans qu'elle laisse s'envoler
385,2017-06-17,30 points,Elle porte des rubans
385,2018-01-02,30 points,Ne veut pas dormir
385,2018-04-13,30 points,Son rêve d'opaline
385,2018-10-03,20 points,L'amour aussi
385,2020-07-17,50 points,Elle porte des rubans qu'elle laisse s'envoler
385,2020-08-27,50 points,Elle danse au milieu des forêts qu'elle dessine
385,2021-05-25,30 points,Son rêve d'opaline
385,2021-07-10,40 points,Des rubans qu'elle laisse s'envoler
385,2021-09-09,40 points,Tort d'essayer de les retenir
385,2021-11-01,1000 €,Tout reconstruire
385,2021-11-01,2000 €,Des éclats de rire
385,2021-11-01,5000 €,Guerres pour être si forte aujourd'hui
385,2021-11-01,10000 €,Elle vit de son mieux son rêve d'opaline
385,2021-11-01,20000 €,Je ne dois pas parler je ne dois rien vouloir je dois juste essayer de lui appartenir
386,2013-06-03,30 points,Partout où tu regardes
386,2016-01-14,40 points,L'ai vu pris dans tes filets
386,2017-01-23,40 points,Tellement de choses qu'on promet
386,2017-02-10,40 points,Tellement de choses qu'on promet
386,2018-04-25,30 points,S'il en pleuvait
386,2020-10-30,40 points,Tellement de choses qu'on promet
386,2021-03-06,30 points,S'il en pleuvait
386,2021-07-15,40 points,Si beau c'est sûrement vrai
386,2021-09-11,40 points,L'ai vu pris dans tes filets
387,2016-02-19,10 points,Oublie le
387,2016-10-22,30 points,Ce que je voudrais savoir
387,2017-01-21,20 points,Ou trop noirs
387,2018-06-27,20 points,Viens t'asseoir
387,2019-10-17,1000 €,Mes cannes
387,2020-06-30,30 points,Le mélange des couleurs
387,2020-09-29,1000 €,Du feu
387,2020-09-29,2000 €,Trop briller ses yeux
387,2020-09-29,5000 €,Un garçon tu seras pas la dernière
387,2020-09-29,10000 €,Va faire un petit tour respire le grand air
387,2020-09-29,20000 €,"Quelqu'un qui écoute là-haut dans l'univers, peut-être tu demandes plus qu'il ne peut"
387,2020-12-30,30 points,Trop clairs ou trop noirs
387,2021-01-30,40 points,si j'me souviens un peu
387,2021-08-07,30 points,"un mauvais rêve, oublie-le"
387,2021-10-05,20 points,Viens t'asseoir
388,2014-07-28,40 points,Par l'avoir cette danseuse ridicule
388,2015-07-01,50 points,Je me souviens les prairies bordées de cactus
388,2015-09-05,50 points,Je vais pas trembler devant ce pantin ce minus
388,2015-10-09,1000 €,le verrou
388,2015-10-09,2000 €,fallait seulement se défendre
388,2015-10-09,5000 €,souviens les prairies bordées de cactus
388,2015-10-09,10000 €,lui et son chapeau les faire tourner comme un soleil
388,2015-10-15,40 points,Du torero dormira sur ses deux oreilles
388,2016-01-01,30 points,Ce pantin ce minus
388,2016-10-27,30 points,Sur ses deux oreilles
388,2017-10-11,40 points,Souviens les prairies bordées de cactus
388,2018-02-28,40 points,Souviens les prairies bordées de cactus
388,2018-03-24,40 points,Trembler devant ce pantin ce minus
388,2018-04-14,1000 €,Du couloir
